Movie Title,Studio,Weekend Date,Opening Revenue
Death at a Funeral (2010),SGem,4/16/2010,"$16,217,540"
Jack and Jill,Sony,11/11/2011,"$25,003,575"
Confessions of a Shopaholic,BV,2/13/2009,"$15,066,360"
Seven,NL,9/22/1995,"$13,949,807"
How to Lose a Guy in 10 Days,Par.,2/7/2003,"$23,774,850"
The Santa Clause,BV,11/11/1994,"$19,321,992"
Sparkle (2012),TriS,8/17/2012,"$11,643,342"
The Back-Up Plan,CBS,4/23/2010,"$12,201,710"
Holes,BV,4/18/2003,"$16,300,155"
Hereafter,WB,10/22/2010,"$12,018,147"
The Matrix,WB,3/31/1999,"$27,788,331"
Exit Wounds,WB,3/16/2001,"$18,485,586"
Epic Movie,Fox,1/26/2007,"$18,612,544"
Courage Under Fire,Fox,7/12/1996,"$12,501,586"
Hulk,Uni.,6/20/2003,"$62,128,420"
The House Bunny,Sony,8/22/2008,"$14,533,702"
The Crazies,Over.,2/26/2010,"$16,067,552"
Rocky V,UA,11/16/1990,"$14,073,170"
Inside Man,Uni.,3/24/2006,"$28,954,945"
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,BV,2/1/2008,"$31,117,834"
A Beautiful Mind,Uni.,1/4/2002,"$16,565,820"
The Tale of Despereaux,Uni.,12/19/2008,"$10,103,675"
Death Race,Uni.,8/22/2008,"$12,621,090"
Hero,Mira.,8/27/2004,"$18,004,319"
Rugrats Go Wild,Par.,6/13/2003,"$11,556,869"
Lake Placid,Fox,7/16/1999,"$10,974,145"
Shall We Dance,Mira.,10/15/2004,"$11,783,467"
Street Kings,FoxS,4/11/2008,"$12,469,631"
Patriot Games,Par.,6/5/1992,"$18,511,191"
Silent Hill,Sony,4/21/2006,"$20,152,598"
Thor,Par.,5/6/2011,"$65,723,338"
Chimpanzee,BV,4/20/2012,"$10,673,748"
Burlesque,SGem,11/24/2010,"$11,947,744"
The Men Who Stare at Goats,Over.,11/6/2009,"$12,706,654"
Road Trip,DW,5/19/2000,"$15,484,004"
Saw II,Lions,10/28/2005,"$31,725,652"
Harry Potter and the Deathly Hallows Part 1,WB,11/19/2010,"$125,017,372"
Easy A,SGem,9/17/2010,"$17,734,040"
The Mothman Prophecies,SGem,1/25/2002,"$11,208,851"
Phone Booth,Fox,4/4/2003,"$15,021,088"
A Very Harold &amp; Kumar 3D Christmas,WB (NL),11/4/2011,"$12,954,142"
The Chronicles of Riddick,Uni.,6/11/2004,"$24,289,165"
Big Fish,Sony,1/9/2004,"$13,811,191"
Men in Black II,Sony,7/3/2002,"$52,148,751"
Kiss the Girls,Par.,10/3/1997,"$13,215,167"
Mortal Kombat: Annihilation,NL,11/21/1997,"$16,771,694"
Disney's The Kid,BV,7/7/2000,"$12,687,726"
The Fighting Temptations,Par.,9/19/2003,"$11,758,372"
What Dreams May Come,Poly,10/2/1998,"$15,833,592"
Pirates of the Caribbean: At World's End,BV,5/25/2007,"$114,732,820"
The Recruit,BV,1/31/2003,"$16,302,063"
Tyler Perry's Why Did I Get Married?,LGF,10/12/2007,"$21,353,789"
Sherlock Holmes: A Game of Shadows,WB,12/16/2011,"$39,637,079"
The Skulls,Uni.,3/31/2000,"$11,034,885"
Spy Game,Uni.,11/21/2001,"$21,689,125"
Lakeview Terrace,SGem,9/19/2008,"$15,004,672"
Sin City,Dim.,4/1/2005,"$29,120,273"
Inception,WB,7/16/2010,"$62,785,337"
Dinosaur,BV,5/19/2000,"$38,854,851"
Rent,SonR,11/23/2005,"$10,016,021"
Beverly Hills Cop III,Par.,5/25/1994,"$12,426,169"
Ice Age: The Meltdown,Fox,3/31/2006,"$68,033,544"
Parental Guidance,Fox,12/25/2012,"$14,554,053"
Daddy Day Care,SonR,5/9/2003,"$27,623,580"
G-Force,BV,7/24/2009,"$31,706,934"
The Mask,NL,7/29/1994,"$23,117,068"
Lost in Space,NL,4/3/1998,"$20,154,919"
Aliens Vs. Predator - Requiem,Fox,12/25/2007,"$10,059,425"
Reno 911!: Miami,Fox,2/23/2007,"$10,273,477"
Zodiac,Par.,3/2/2007,"$13,395,610"
Up in the Air,Par.,12/23/2009,"$11,270,248"
Honey,Uni.,12/5/2003,"$12,856,040"
The World Is Not Enough,MGM,11/19/1999,"$35,519,007"
The Benchwarmers,SonR,4/7/2006,"$19,656,429"
Final Destination,NL,3/17/2000,"$10,015,822"
"Big Mommas: Like Father, Like Son",Fox,2/18/2011,"$16,300,803"
First Sunday,SGem,1/11/2008,"$17,714,821"
Hidalgo,BV,3/5/2004,"$18,829,435"
Old School,DW,2/21/2003,"$17,453,216"
Date Night,Fox,4/9/2010,"$25,207,599"
Water for Elephants,Fox,4/22/2011,"$16,842,353"
Look Who's Talking,TriS,10/13/1989,"$12,107,784"
Percy Jackson &amp; The Olympians: The Lightning Thief,Fox,2/12/2010,"$31,236,067"
Unknown,WB,2/18/2011,"$21,856,389"
The Love Guru,Par.,6/20/2008,"$13,907,130"
Cold Mountain,Mira.,12/25/2003,"$14,574,213"
House of Wax,WB,5/6/2005,"$12,077,236"
The Sentinel,Fox,4/21/2006,"$14,367,854"
The Horse Whisperer,BV,5/15/1998,"$13,685,488"
Drumline,Fox,12/13/2002,"$12,604,705"
Magic Mike,WB,6/29/2012,"$39,127,170"
Evan Almighty,Uni.,6/22/2007,"$31,192,615"
G.I. Jane,BV,8/22/1997,"$11,094,241"
Harry Potter and the Chamber of Secrets,WB,11/15/2002,"$88,357,488"
The Blair Witch Project,Art.,7/30/1999,"$29,207,381"
Skyfall,Sony,11/9/2012,"$88,364,714"
Out of Sight,Uni.,6/26/1998,"$12,020,435"
Old Dogs,BV,11/25/2009,"$16,894,511"
My Sister's Keeper,WB,6/26/2009,"$12,442,212"
Resident Evil: Retribution,SGem,9/14/2012,"$21,052,227"
Rocky III,UA,5/28/1982,"$12,431,486"
True Lies,Fox,7/15/1994,"$25,869,770"
Boomerang,Par.,7/1/1992,"$13,640,706"
K-19: The Widowmaker,Par.,7/19/2002,"$12,778,459"
Christmas with the Kranks,SonR,11/24/2004,"$21,570,867"
The Interpreter,Uni.,4/22/2005,"$22,822,455"
Matchstick Men,WB,9/12/2003,"$13,087,307"
Rules of Engagement,Par.,4/7/2000,"$15,011,181"
Step Up Revolution,Sum.,7/27/2012,"$11,731,708"
One For the Money,LGF,1/27/2012,"$11,515,790"
The Mechanic,CBS,1/28/2011,"$11,422,006"
Colombiana,TriS,8/26/2011,"$10,408,176"
Air Force One,Sony,7/25/1997,"$37,132,505"
The Help,BV,8/10/2011,"$26,044,590"
Charlie St. Cloud,Uni.,7/30/2010,"$12,381,585"
After the Sunset,NL,11/12/2004,"$11,100,392"
Cape Fear,Uni.,11/15/1991,"$10,261,025"
Taking Lives,WB,3/19/2004,"$11,458,465"
Recess: School's Out,BV,2/16/2001,"$10,065,873"
Men of Honor,Fox,11/10/2000,"$13,339,465"
Collateral,DW,8/6/2004,"$24,701,458"
Life of Pi,Fox,11/21/2012,"$22,451,514"
Secretariat,BV,10/8/2010,"$12,694,770"
The Ring,DW,10/18/2002,"$15,015,393"
Beowulf,Par.,11/16/2007,"$27,515,871"
Battle: Los Angeles,Sony,3/11/2011,"$35,573,187"
Hugo,Par.,11/23/2011,"$11,364,505"
The Day After Tomorrow,Fox,5/28/2004,"$68,743,584"
Beverly Hills Cop,Par.,12/5/1984,"$15,214,805"
George A. Romero's Land of the Dead,Uni.,6/24/2005,"$10,221,705"
The Count of Monte Cristo,BV,1/25/2002,"$11,376,150"
Stranger Than Fiction,Sony,11/10/2006,"$13,411,093"
Ladder 49,BV,10/1/2004,"$22,088,204"
American Pie,Uni.,7/9/1999,"$18,709,680"
What's the Worst That Could Happen?,MGM,6/1/2001,"$13,049,114"
Hannibal Rising,MGM/W,2/9/2007,"$13,051,650"
Three Kings,WB,10/1/1999,"$15,847,636"
Soul Surfer,TriS,4/8/2011,"$10,601,862"
Clerks II,MGM/W,7/21/2006,"$10,061,132"
Aliens,Fox,7/18/1986,"$10,052,042"
The Dictator,Par.,5/16/2012,"$17,435,092"
The Family Man,Uni.,12/22/2000,"$10,554,960"
Bride Wars,Fox,1/9/2009,"$21,058,173"
Eagle Eye,P/DW,9/26/2008,"$29,150,721"
Doom,Uni.,10/21/2005,"$15,488,870"
Children of Men,Uni.,1/5/2007,"$10,197,775"
21 Jump Street,Sony,3/16/2012,"$36,302,612"
Daylight,Uni.,12/6/1996,"$10,015,875"
The Island,DW,7/22/2005,"$12,409,070"
Tin Cup,WB,8/16/1996,"$10,128,834"
The Grudge,Sony,10/22/2004,"$39,128,715"
Armageddon,BV,7/1/1998,"$36,089,972"
A Nightmare on Elm Street 4: The Dream Master,NL,8/19/1988,"$12,833,403"
When in Rome,BV,1/29/2010,"$12,350,041"
Jackass: The Movie,Par.,10/25/2002,"$22,763,437"
Rock of Ages,WB (NL),6/15/2012,"$14,437,269"
Hop,Uni.,4/1/2011,"$37,543,710"
The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,12/10/2010,"$24,005,069"
Blue Crush,Uni.,8/16/2002,"$14,169,455"
Money Talks,NL,8/22/1997,"$10,654,369"
U.S. Marshals,WB,3/6/1998,"$16,863,988"
Immortals,Rela.,11/11/2011,"$32,206,425"
I Am Legend,WB,12/14/2007,"$77,211,321"
Stuart Little,Sony,12/17/1999,"$15,018,223"
Meet Joe Black,Uni.,11/13/1998,"$15,017,995"
Dragon: The Bruce Lee Story,Uni.,5/7/1993,"$10,019,970"
What Happens in Vegas,Fox,5/9/2008,"$20,172,474"
Inglourious Basterds,Wein.,8/21/2009,"$38,054,676"
Mamma Mia!,Uni.,7/18/2008,"$27,751,240"
Star Trek: The Motion Picture,Par.,,"$11,926,421"
Star Wars: Episode III - Revenge of the Sith,Fox,5/19/2005,"$108,435,841"
Kill Bill Vol. 2,Mira.,4/16/2004,"$25,104,949"
Jeepers Creepers 2,UA,8/29/2003,"$15,269,324"
Halloween (2007),MGM/W,8/31/2007,"$26,362,367"
The Missing,SonR,11/26/2003,"$10,833,633"
The Campaign,WB,8/10/2012,"$26,588,460"
Bad Santa,Dim.,11/26/2003,"$12,292,952"
Congo,Par.,6/9/1995,"$24,642,539"
Premonition,Sony,3/16/2007,"$17,558,689"
Terminator 2: Judgment Day,TriS,7/3/1991,"$31,765,506"
The Pink Panther 2,Sony,2/6/2009,"$11,588,150"
How the Grinch Stole Christmas,Uni.,11/17/2000,"$55,082,330"
40 Days and 40 Nights,Mira.,3/1/2002,"$12,229,529"
Shrek Forever After,P/DW,5/21/2010,"$70,838,207"
The Bourne Legacy,Uni.,8/10/2012,"$38,142,825"
Skyline,Uni.,11/12/2010,"$11,692,415"
Home Alone,Fox,11/16/1990,"$17,081,997"
Ghostbusters II,Col.,6/16/1989,"$29,472,894"
The Pirates! Band of Misfits,Sony,4/27/2012,"$11,137,734"
Hanna,Focus,4/8/2011,"$12,370,549"
Spice World,Sony,1/23/1998,"$10,527,222"
Twins,Uni.,12/9/1988,"$11,174,980"
There's Something About Mary,Fox,7/15/1998,"$13,740,644"
Rocky Balboa,MGM,12/20/2006,"$12,158,168"
101 Dalmatians (Re-issue) (1991),BV,7/12/1991,"$10,279,044"
Quantum of Solace,Sony,11/14/2008,"$67,528,882"
Enough,Sony,5/24/2002,"$14,009,653"
Vampires Suck,Fox,8/18/2010,"$12,202,831"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Fox,11/3/2006,"$26,455,463"
The Forbidden Kingdom,LGF,4/18/2008,"$21,401,121"
Forrest Gump,Par.,7/6/1994,"$24,450,602"
Chicken Run,DW,6/23/2000,"$17,506,162"
Save the Last Dance,Par.,1/12/2001,"$23,444,930"
National Security,Sony,1/17/2003,"$14,369,694"
Urban Legend,Sony,9/25/1998,"$10,515,444"
Vantage Point,Sony,2/22/2008,"$22,874,936"
The Peacemaker,DW,9/26/1997,"$12,311,939"
Paul Blart: Mall Cop,Sony,1/16/2009,"$31,832,636"
American Reunion,Uni.,4/6/2012,"$21,514,080"
Space Cowboys,WB,8/4/2000,"$18,093,776"
Scott Pilgrim vs. the World,Uni.,8/13/2010,"$10,609,795"
XXX: State of the Union,SonR,4/29/2005,"$12,712,272"
The Hunted,Par.,3/14/2003,"$13,482,638"
City Slickers,Col.,6/7/1991,"$13,032,121"
From Hell,Fox,10/19/2001,"$11,014,818"
Robin Hood,Uni.,5/14/2010,"$36,063,385"
Wedding Crashers,NL,7/15/2005,"$33,900,720"
The Blind Side,WB,11/20/2009,"$34,119,372"
Step Brothers,Sony,7/25/2008,"$30,940,732"
Timecop,Uni.,9/16/1994,"$12,064,625"
Meet the Parents,Uni.,10/6/2000,"$28,623,300"
Starship Troopers,Sony,11/7/1997,"$22,058,773"
A Knight's Tale,Sony,5/11/2001,"$16,511,391"
Red Dragon,Uni.,10/4/2002,"$36,540,945"
Bean,Gram.,11/7/1997,"$12,733,827"
300,WB,3/9/2007,"$70,885,301"
Poseidon,WB,5/12/2006,"$22,155,410"
Red,Sum.,10/15/2010,"$21,761,408"
Final Fantasy: The Spirits Within,Sony,7/11/2001,"$11,408,853"
Superman Returns,WB,6/28/2006,"$52,535,096"
"I Love You, Man",P/DW,3/20/2009,"$17,810,270"
TMNT,WB,3/23/2007,"$24,255,205"
Fracture,NL,4/20/2007,"$11,014,657"
Stealth,Sony,7/29/2005,"$13,251,545"
Contact,WB,7/11/1997,"$20,584,908"
Spirit: Stallion of the Cimarron,DW,5/24/2002,"$17,770,036"
Cheaper by the Dozen,Fox,12/25/2003,"$27,557,647"
Bounce,Mira.,11/17/2000,"$11,423,716"
Miracle,BV,2/6/2004,"$19,377,577"
Employee of the Month,LGF,10/6/2006,"$11,407,751"
The Matrix Reloaded,WB,5/15/2003,"$91,774,413"
The Break-Up,Uni.,6/2/2006,"$39,172,785"
Riding in Cars with Boys,Sony,10/19/2001,"$10,404,652"
Friends with Benefits,SGem,7/22/2011,"$18,622,150"
The Avengers (1998),WB,8/14/1998,"$10,305,957"
Jimmy Neutron: Boy Genius,Par.,12/21/2001,"$13,832,786"
Jack,BV,8/9/1996,"$11,191,496"
Darkness Falls,SonR,1/24/2003,"$12,024,917"
Good Luck Chuck,LGF,9/21/2007,"$13,652,001"
Insomnia,WB,5/24/2002,"$20,930,169"
Lawless,Wein.,8/29/2012,"$10,001,982"
Season of the Witch,Rela.,1/7/2011,"$10,612,375"
Smokin' Aces,Uni.,1/26/2007,"$14,638,755"
Jeepers Creepers,UA,8/31/2001,"$13,106,108"
Hook,TriS,12/11/1991,"$13,522,535"
Antz,DW,10/2/1998,"$17,195,160"
Bewitched,Sony,6/24/2005,"$20,131,130"
1408,MGM/W,6/22/2007,"$20,617,667"
Semi-Pro,NL,2/29/2008,"$15,075,114"
Cliffhanger,TriS,5/28/1993,"$16,176,967"
Dragonheart,Uni.,5/31/1996,"$15,027,150"
Outbreak,WB,3/10/1995,"$13,420,387"
Something's Gotta Give,Sony,12/12/2003,"$16,064,723"
The Mexican,DW,3/2/2001,"$20,108,829"
Austin Powers in Goldmember,NL,7/26/2002,"$73,071,188"
Ocean's Thirteen,WB,6/8/2007,"$36,133,403"
The Pursuit of Happyness,Sony,12/15/2006,"$26,541,709"
Ray,Uni.,10/29/2004,"$20,039,730"
Little Fockers,Uni.,12/22/2010,"$30,833,665"
Salt,Sony,7/23/2010,"$36,011,243"
Interview with the Vampire,WB,11/11/1994,"$36,389,705"
Mr. Deeds,Sony,6/28/2002,"$37,162,787"
The Bodyguard,WB,11/25/1992,"$16,611,793"
Baby Mama,Uni.,4/25/2008,"$17,407,110"
Nights in Rodanthe,WB,9/26/2008,"$13,418,454"
Moneyball,Sony,9/23/2011,"$19,501,302"
Beavis and Butt-Head Do America,Par.,12/20/1996,"$20,114,233"
We Were Soldiers,Par.,3/1/2002,"$20,212,543"
Last Holiday,Par.,1/13/2006,"$12,806,188"
Finding Nemo (3D),BV,9/14/2012,"$16,687,773"
Bruce Almighty,Uni.,5/23/2003,"$67,953,330"
Yogi Bear,WB,12/17/2010,"$16,411,322"
The Day the Earth Stood Still (2008),Fox,12/12/2008,"$30,480,153"
Bridget Jones's Diary,Mira.,4/13/2001,"$10,733,933"
The 13th Warrior,BV,8/27/1999,"$10,267,756"
Drive (2011),FD,9/16/2011,"$11,340,461"
Miss Congeniality,WB,12/22/2000,"$10,046,534"
Brown Sugar,FoxS,10/11/2002,"$10,738,882"
Secret Window,Sony,3/12/2004,"$18,237,568"
Cowboys &amp; Aliens,Uni.,7/29/2011,"$36,431,290"
The Girl with the Dragon Tattoo (2011),Sony,12/21/2011,"$12,768,604"
Halloween II (2009),W/Dim.,8/28/2009,"$16,349,565"
Kung Fu Panda,P/DW,6/6/2008,"$60,239,130"
Jarhead,Uni.,11/4/2005,"$27,726,210"
Max Payne,Fox,10/17/2008,"$17,639,849"
Harold and Kumar Escape from Guantanamo Bay,WB (NL),4/25/2008,"$14,908,404"
The Lord of the Rings: The Two Towers,NL,12/18/2002,"$62,007,528"
One Missed Call,WB,1/4/2008,"$12,511,473"
The Stepford Wives,Par.,6/11/2004,"$21,406,781"
Texas Chainsaw 3D,LGF,1/4/2013,"$21,744,470"
The Rookie,BV,3/29/2002,"$16,021,684"
The Hills Have Eyes,FoxS,3/10/2006,"$15,708,512"
Hannah Montana The Movie,BV,4/10/2009,"$32,324,487"
The Santa Clause 3: The Escape Clause,BV,11/3/2006,"$19,504,038"
Serendipity,Mira.,10/5/2001,"$13,309,241"
Bride of Chucky,Uni.,10/16/1998,"$11,830,855"
Live Free or Die Hard,Fox,6/27/2007,"$33,369,559"
G.I. Joe: The Rise of Cobra,Par.,8/7/2009,"$54,713,046"
Captain America: The First Avenger,Par.,7/22/2011,"$65,058,524"
Barbershop,MGM,9/13/2002,"$20,627,433"
Unforgiven,WB,8/7/1992,"$15,018,007"
Snow White and the Huntsman,Uni.,6/1/2012,"$56,217,700"
The Flintstones in Viva Rock Vegas,Uni.,4/28/2000,"$10,518,435"
Mrs. Doubtfire,Fox,11/24/1993,"$20,468,847"
Pokemon: The First Movie,WB,11/10/1999,"$31,036,678"
Dangerous Minds,BV,8/11/1995,"$14,931,503"
Orphan,WB,7/24/2009,"$12,871,483"
The Number 23,NL,2/23/2007,"$14,602,867"
X-Men,Fox,7/14/2000,"$54,471,475"
Fahrenheit 9/11,Lions,6/25/2004,"$23,920,637"
Bad Boys,Sony,4/7/1995,"$15,523,358"
Killers,LGF,6/4/2010,"$15,837,266"
Absolute Power,Sony,2/14/1997,"$14,678,016"
Bolt,BV,11/21/2008,"$26,223,128"
Gran Torino,WB,1/9/2009,"$29,484,388"
Sleepers,WB,10/18/1996,"$12,305,745"
The Unborn (2009),Uni.,1/9/2009,"$19,810,585"
Cellular,NL,9/10/2004,"$10,100,571"
The Twilight Saga: Eclipse,Sum.,6/30/2010,"$64,832,191"
Lara Croft Tomb Raider: The Cradle of Life,Par.,7/25/2003,"$21,783,641"
Final Destination 2,NL,1/31/2003,"$16,017,141"
American Wedding,Uni.,8/1/2003,"$33,369,440"
Open Range,BV,8/15/2003,"$14,047,781"
Grindhouse,W/Dim.,4/6/2007,"$11,596,613"
White Noise,Uni.,1/7/2005,"$24,113,565"
The Hunger Games,LGF,3/23/2012,"$152,535,747"
A Cinderella Story,WB,7/16/2004,"$13,623,350"
House on Haunted Hill,WB,10/29/1999,"$15,946,032"
Fat Albert,Fox,12/25/2004,"$10,021,510"
Final Destination 3,NL,2/10/2006,"$19,173,094"
Rango,Par.,3/4/2011,"$38,079,323"
Species,MGM,7/7/1995,"$17,161,943"
The Lion King (in 3D),BV,9/16/2011,"$30,151,614"
Notting Hill,Uni.,5/28/1999,"$21,811,180"
Despicable Me,Uni.,7/9/2010,"$56,397,125"
The Wedding Singer,NL,2/13/1998,"$18,865,080"
The Woman in Black,CBS,2/3/2012,"$20,874,072"
Apollo 13,Uni.,6/30/1995,"$25,353,380"
A.I. Artificial Intelligence,WB,6/29/2001,"$29,352,630"
Open Water,Lions,8/20/2004,"$11,413,017"
Real Steel,BV,10/7/2011,"$27,319,677"
Life as We Know It,WB,10/8/2010,"$14,506,464"
Alien Vs. Predator,Fox,8/13/2004,"$38,291,056"
John Carter,BV,3/9/2012,"$30,180,188"
Stay Alive,BV,3/24/2006,"$10,726,406"
Dawn of the Dead,Uni.,3/19/2004,"$26,722,575"
License to Wed,WB,7/3/2007,"$10,422,258"
Surf's Up,Sony,6/8/2007,"$17,640,249"
Land of the Lost,Uni.,6/5/2009,"$18,837,350"
A Haunted House,ORF,1/11/2013,"$18,101,682"
The Saint,Par.,4/4/1997,"$16,278,873"
Cast Away,Fox,12/22/2000,"$28,883,406"
The Animal,SonR,6/1/2001,"$19,610,520"
The Golden Child,Par.,12/12/1986,"$11,549,711"
Anchorman: The Legend of Ron Burgundy,DW,7/9/2004,"$28,416,365"
Transporter 3,LGF,11/26/2008,"$12,063,452"
Just Like Heaven,DW,9/16/2005,"$16,408,718"
The Karate Kid,Sony,6/11/2010,"$55,665,805"
Tyler Perry's Meet the Browns,LGF,3/21/2008,"$20,082,809"
Gladiator,DW,5/5/2000,"$34,819,017"
Get Him to the Greek,Uni.,6/4/2010,"$17,570,955"
The Banger Sisters,FoxS,9/20/2002,"$10,037,846"
Romeo + Juliet,Fox,11/1/1996,"$11,133,231"
George of the Jungle,BV,7/18/1997,"$16,540,791"
